pws_id,pws_name,epa_region_code,primacy_agency,pws_type,owner_type,primary_source,activity_status,season_end_date,population,rule_name,violation_code,violation_type,violation_category,health_based,contaminant,season_start_date,last_reported,submission_quarter,return_to_compliance_date,contaminant_code,submission_year,major_violation,connections,first_reported,submission_year.1
NE3115901,"GARLAND, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,247,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33939,33969.0,Known,,SIF,State Public Notification received,,,2,34029
NE3112702,"BROCK, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,137,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33939,33969.0,Known,,SIF,State Public Notification received,,,2,34029
NE3150089,CUBBY'S GREENWOOD TRUCK PLAZA,Region 7,Nebraska,TNCWS,State,Ground water,Active,,42,Total Coliform Rule,6,"Notification, Public",Other,N,Coliform (TCR),33939,34028.0,Known,,,,,,3,34114
NE3150065,SAPP BROTHERS ODESSA,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),33939,34028.0,Known,,SFL,State Administrative/Compliance Order without penalty issued,Y,,3,34114
NE3108104,"HORDVILLE, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,147,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33939,33969.0,Known,,SIF,State Public Notification received,,,2,34029
NE3115105,"WILBER, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,1961,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33909,33938.0,Known,,SIA,State Violation/Reminder Notice,,,2,34029
NE3150589,MILITARY DEPT OF NE - CAMP ASHLAND,Region 7,Nebraska,NTNCWS,State,Ground water,Active,,300,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33909,33938.0,Known,,SIE,State Public Notification requested,,,2,34029
NE3114902,"BASSETT, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,700,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33909,33938.0,Known,,SIC,State Technical Assistance Visit,,,2,34029
NE3115510,"MALMO, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,101,Total Coliform Rule,6,"Notification, Public",Other,N,Coliform (TCR),33909,33938.0,Known,,SIA,State Violation/Reminder Notice,,,3,34029
NE3109506,"DAYKIN, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,169,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33909,33938.0,Known,,SIF,State Public Notification received,,,2,34029
NE3109506,"DAYKIN, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,169,Total Coliform Rule,21,"Maximum Contaminant Level Violation, Acute (TCR)",MCL,Y,Coliform (TCR),33909,33938.0,Known,,SIF,State Public Notification received,,,1,34029
NE3114302,"OSCEOLA, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,875,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33909,33938.0,Known,,SIE,State Public Notification requested,,,2,34029
NE3104110,"COMSTOCK, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,100,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33909,33938.0,Known,,SIE,State Public Notification requested,,,2,34029
NE3115305,SARPY CO SID 24 - THOUSAND OAKS,Region 7,Nebraska,CWS,State,Ground water,Active,,60,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33909,33938.0,Known,,SIE,State Public Notification requested,,,2,34029
NE3115510,"MALMO, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,101,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),33909,33938.0,Known,,SIE,State Public Notification requested,Y,,3,34029
NE3118702,"GRESHAM, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,256,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33909,33938.0,Known,,SIE,State Public Notification requested,,,2,34029
NE3112501,"BELGRADE, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,137,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33909,33938.0,Known,,SIE,State Public Notification requested,,,2,34029
NE3103504,"GLENVIL, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,315,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33909,33938.0,Known,,SIF,State Public Notification received,,,2,34029
NE3105103,"CONCORD, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,148,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33909,33938.0,Known,,SIF,State Public Notification received,,,2,34029
NE3102702,"HARTINGTON, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,1436,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33909,33938.0,Known,,SIF,State Public Notification received,,,2,34029
NE3105303,"SNYDER, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,300,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33909,33938.0,Known,,SIF,State Public Notification received,,,2,34029
NE3108104,"HORDVILLE, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,147,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33909,33938.0,Known,,SIF,State Public Notification received,,,2,34029
NE3112708,"JOHNSON, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,328,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33909,33938.0,Known,,SIF,State Public Notification received,,,2,34029
NE3114101,"PLATTE CENTER, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,336,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33909,33938.0,Known,,SIF,State Public Notification received,,,2,34029
NE3101507,"SPENCER, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water purchased,Active,,368,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33909,33938.0,Known,,SIE,State Public Notification requested,,,2,34029
NE3117502,"NORTH LOUP, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water purchased,Active,,297,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33909,33938.0,Known,,SIF,State Public Notification received,,,2,34029
NE3117307,"ROSALIE, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water purchased,Active,,162,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33909,33938.0,Known,,SIF,State Public Notification received,,,2,34029
NE3106708,"ODELL, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,320,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33909,33938.0,Known,,SIF,State Public Notification received,,,2,34029
NE3112702,"BROCK, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,137,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33909,33938.0,Known,,SIF,State Public Notification received,,,2,34029
NE3150527,ELKS COUNTRY CLUB,Region 7,Nebraska,TNCWS,State,Ground water,Active,,250,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),33909,34000.0,Known,,,,Y,,3,34114
NE3150587,VALLEY VIEW CONDO ASSOC,Region 7,Nebraska,TNCWS,State,Ground water,Active,,45,Nitrate Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Nitrate,33909,34000.0,Known,,,,,,1,34114
NE3150668,ARROWHEAD LODGE,Region 7,Nebraska,TNCWS,State,Ground water,Active,,27,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),33909,34000.0,Known,,SFL,State Administrative/Compliance Order without penalty issued,Y,,3,34114
NE3150668,ARROWHEAD LODGE,Region 7,Nebraska,TNCWS,State,Ground water,Active,,27,Total Coliform Rule,6,"Notification, Public",Other,N,Coliform (TCR),33909,34000.0,Known,,SIA,State Violation/Reminder Notice,,,3,34114
NE3102706,"COLERIDGE, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,473,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33909,33938.0,Known,,SIC,State Technical Assistance Visit,,,2,34029
NE3100304,"ORCHARD, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,379,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33878,33908.0,Known,,SIC,State Technical Assistance Visit,,,2,34029
NE3120621,ROLLING HILLS COUNTRY CLUB,Region 7,Nebraska,TNCWS,State,Ground water,Active,,50,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33878,33908.0,Known,,SIE,State Public Notification requested,,,2,34029
NE3115907,"MILFORD, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,2090,Total Coliform Rule,21,"Maximum Contaminant Level Violation, Acute (TCR)",MCL,Y,Coliform (TCR),33878,33908.0,Known,,SFL,State Administrative/Compliance Order without penalty issued,,,1,34029
NE3115907,"MILFORD, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,2090,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33878,33908.0,Known,,SFL,State Administrative/Compliance Order without penalty issued,,,2,34029
NE3103102,"CROOKSTON, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,69,Total Coliform Rule,6,"Notification, Public",Other,N,Coliform (TCR),33878,33908.0,Known,,SIA,State Violation/Reminder Notice,,,3,34029
NE3115102,"FRIEND, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,1033,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33878,33908.0,Known,,SIF,State Public Notification received,,,2,34029
NE3105902,"FAIRMONT, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,541,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33878,33908.0,Known,,SIE,State Public Notification requested,,,2,34029
NE3106708,"ODELL, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,320,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33878,33908.0,Known,,SIE,State Public Notification requested,,,2,34029
NE3116903,"HUBBELL, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,68,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33878,33908.0,Known,,SIE,State Public Notification requested,,,2,34029
NE3109902,"AXTELL, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,880,Total Coliform Rule,21,"Maximum Contaminant Level Violation, Acute (TCR)",MCL,Y,Coliform (TCR),33878,33908.0,Known,,SIF,State Public Notification received,,,1,34029
NE3120483,SAUNDERS CO SID 8,Region 7,Nebraska,CWS,State,Ground water,Active,,925,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33878,33908.0,Known,,SIE,State Public Notification requested,,,2,34029
NE3109902,"AXTELL, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,880,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33878,33908.0,Known,,SIE,State Public Notification requested,,,2,34029
NE3110711,"WAUSA, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,592,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33878,33908.0,Known,,SIE,State Public Notification requested,,,2,34029
NE3109506,"DAYKIN, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,169,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33878,33908.0,Known,,SIE,State Public Notification requested,,,2,34029
NE3100302,"OAKDALE, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,322,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33878,33908.0,Known,,SIE,State Public Notification requested,,,2,34029
NE3118707,NEBRASKA CENTER FOR WOMEN,Region 7,Nebraska,CWS,State,Ground water,Active,,400,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33878,33908.0,Known,,SIF,State Public Notification received,,,2,34029
NE3120658,LOGAN EAST RURAL WATER SYSTEM,Region 7,Nebraska,CWS,State,Ground water,Active,,3000,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33878,33908.0,Known,,SIF,State Public Notification received,,,2,34029
NE3111111,"SUTHERLAND, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,1313,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33878,33908.0,Known,,SIF,State Public Notification received,,,2,34029
NE3104304,"HOMER, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,532,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33878,33908.0,Known,,SIF,State Public Notification received,,,2,34029
NE3111102,"BRADY, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,383,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33878,33908.0,Known,,SIF,State Public Notification received,,,2,34029
NE3113501,"VENANGO, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,178,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33878,33908.0,Known,,SIF,State Public Notification received,,,2,34029
NE3115302,SARPY CO SID 79 - MEADOW OAKS,Region 7,Nebraska,CWS,State,Ground water,Active,,300,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33878,33908.0,Known,,SIF,State Public Notification received,,,2,34029
NE3111917,"MEADOW GROVE, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,301,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33878,33908.0,Known,,SIF,State Public Notification received,,,2,34029
NE3150394,BOSCH SECURITY SYSTEMS INC,Region 7,Nebraska,NTNCWS,State,Ground water,Active,,150,Total Coliform Rule,21,"Maximum Contaminant Level Violation, Acute (TCR)",MCL,Y,Coliform (TCR),33878,33969.0,Known,,SIF,State Public Notification received,,,1,34029
NE3150394,BOSCH SECURITY SYSTEMS INC,Region 7,Nebraska,NTNCWS,State,Ground water,Active,,150,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33878,33969.0,Known,,SIF,State Public Notification received,,,2,34029
NE3113301,"DUBOIS, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water purchased,Active,,122,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33878,33908.0,Known,,SIF,State Public Notification received,,,2,34029
NE3117908,"HERMAN, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water purchased,Active,,268,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),33878,33908.0,Known,,SIF,State Public Notification received,Y,,3,34029
NE3114707,"SALEM, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water purchased,Active,,160,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33878,33908.0,Known,,SIE,State Public Notification requested,,,2,34029
NE3112702,"BROCK, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,137,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33878,33908.0,Known,,,,,,2,34029
NE3103102,"CROOKSTON, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,69,Total Coliform Rule,24,"Monitoring, Routine Minor (TCR)",MR,N,Coliform (TCR),33878,33908.0,Known,,,,N,,3,34029
NE3120385,DOUBLE NICKEL CAMPGROUND,Region 7,Nebraska,TNCWS,State,Ground water,Active,,30,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33878,33908.0,Known,,SIF,State Public Notification received,,,2,34029
NE3120620,PATTERSON HARBOR RESORT AND MARINA,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33878,33908.0,Known,,SIF,State Public Notification received,,,2,34029
NE3150339,IMMANUEL LUTHERAN CHURCH AND SCHOOL,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Nitrate Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Nitrate,33878,33969.0,Known,,SIA,State Violation/Reminder Notice,,,1,34029
NE3105103,"CONCORD, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,148,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33878,33908.0,Known,,SIC,State Technical Assistance Visit,,,2,34029
NE3114103,"HUMPHREY, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,842,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SIC,State Technical Assistance Visit,,,2,33931
NE3103102,"CROOKSTON, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,69,Total Coliform Rule,6,"Notification, Public",Other,N,Coliform (TCR),33848,33877.0,Known,,SIE,State Public Notification requested,,,3,34029
NE3115510,"MALMO, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,101,Total Coliform Rule,6,"Notification, Public",Other,N,Coliform (TCR),33848,33877.0,Known,,SIE,State Public Notification requested,,,3,34029
NE3120574,133 ESTATES,Region 7,Nebraska,CWS,State,Ground water,Active,,60,Total Coliform Rule,21,"Maximum Contaminant Level Violation, Acute (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SFL,State Administrative/Compliance Order without penalty issued,,,1,33931
NE3103102,"CROOKSTON, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,69,Total Coliform Rule,21,"Maximum Contaminant Level Violation, Acute (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SFL,State Administrative/Compliance Order without penalty issued,,,1,33931
NE3103702,"ROGERS, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,95,Total Coliform Rule,21,"Maximum Contaminant Level Violation, Acute (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SFL,State Administrative/Compliance Order without penalty issued,,,1,33931
NE3115907,"MILFORD, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,2090,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SFL,State Administrative/Compliance Order without penalty issued,,,2,33931
NE3103702,"ROGERS, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,95,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SFL,State Administrative/Compliance Order without penalty issued,,,2,33931
NE3111917,"MEADOW GROVE, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,301,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SIF,State Public Notification received,,,2,33931
NE3116910,"ALEXANDRIA, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,146,Total Coliform Rule,21,"Maximum Contaminant Level Violation, Acute (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SIF,State Public Notification received,,,1,33931
NE3117308,"PENDER, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,1100,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SIF,State Public Notification received,,,2,33931
NE3114303,"STROMSBURG, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,1171,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SIF,State Public Notification received,,,2,33931
NE3115102,"FRIEND, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,1033,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SIF,State Public Notification received,,,2,33931
NE3120483,SAUNDERS CO SID 8,Region 7,Nebraska,CWS,State,Ground water,Active,,925,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SIF,State Public Notification received,,,2,33931
NE3109505,"DILLER, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,269,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SIE,State Public Notification requested,,,2,33931
NE3106708,"ODELL, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,320,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SIE,State Public Notification requested,,,2,33931
NE3113103,OTOE CO RWD #3,Region 7,Nebraska,CWS,State,Ground water,Active,,2500,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SIE,State Public Notification requested,,,2,33931
NE3115102,"FRIEND, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,1033,Total Coliform Rule,21,"Maximum Contaminant Level Violation, Acute (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SIF,State Public Notification received,,,1,33931
NE3115510,"MALMO, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,101,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SIE,State Public Notification requested,,,2,33931
NE3102901,"WAUNETA, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,543,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SIE,State Public Notification requested,,,2,33931
NE3115107,"WESTERN, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,249,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SIE,State Public Notification requested,,,2,33931
NE3116910,"ALEXANDRIA, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,146,Total Coliform Rule,6,"Notification, Public",Other,N,Coliform (TCR),33848,33877.0,Known,,SIA,State Violation/Reminder Notice,,,3,34029
NE3115305,SARPY CO SID 24 - THOUSAND OAKS,Region 7,Nebraska,CWS,State,Ground water,Active,,60,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SIF,State Public Notification received,,,2,33931
NE3116903,"HUBBELL, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,68,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SIF,State Public Notification received,,,2,33931
NE3106305,"STOCKVILLE, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,25,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),33848,33877.0,Known,,SIF,State Public Notification received,Y,,3,33931
NE3104902,"BIG SPRINGS, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,282,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),33848,33877.0,Known,,SIF,State Public Notification received,Y,,3,33931
NE3112104,"SILVER CREEK, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,449,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SIF,State Public Notification received,,,2,33931
NE3116910,"ALEXANDRIA, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,146,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SIF,State Public Notification received,,,2,33931
NE3100103,"HOLSTEIN, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,187,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SIF,State Public Notification received,,,2,33931
NE3102102,"TEKAMAH, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,1753,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SIF,State Public Notification received,,,2,33931
NE3108701,"STRATTON, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,310,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SIF,State Public Notification received,,,2,33931
NE3103101,"CODY, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,149,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SIF,State Public Notification received,,,2,33931
NE3110904,"SPRAGUE, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,150,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SIF,State Public Notification received,,,2,33931
NE3103102,"CROOKSTON, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,69,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),33848,33877.0,Known,,SIF,State Public Notification received,,,2,33931
